Index,Variant,Area,Notes,Area_code,Period,g15_19,g20_24,g25_29,g30_34,g35_39,g40_44,g45_49
2466,Estimates,Chile,c,152,1975-1980,218,407,303,189,89,30,6
2467,Estimates,Chile,c,152,1980-1985,204,457,370,206,96,27,3
2468,Estimates,Chile,c,152,1985-1990,198,469,442,251,108,26,2
2469,Estimates,Chile,c,152,1990-1995,203,414,423,302,139,31,2
2470,Estimates,Chile,c,152,1995-2000,206,328,342,284,153,34,2
2471,Estimates,Chile,c,152,2000-2005,212,288,301,258,151,40,2
2472,Estimates,Chile,c,152,2005-2010,213,305,295,237,141,40,2
2473,Estimates,Colombia,c,170,1950-1955,398,774,759,565,372,139,35
2474,Estimates,Colombia,c,170,1955-1960,452,855,824,626,414,153,41
2475,Estimates,Colombia,c,170,1960-1965,552,974,909,680,460,171,45
2476,Estimates,Colombia,c,170,1965-1970,639,1155,944,685,426,172,45
2477,Estimates,Colombia,c,170,1970-1975,573,1202,946,617,373,168,45
2478,Estimates,Colombia,c,170,1975-1980,637,1318,1067,644,349,140,35
2479,Estimates,Colombia,c,170,1980-1985,669,1374,1118,674,346,116,25
2480,Estimates,Colombia,c,170,1985-1990,664,1439,1177,691,362,105,18
2481,Estimates,Colombia,c,170,1990-1995,781,1409,1182,720,373,121,17
2482,Estimates,Colombia,c,170,1995-2000,881,1345,1110,726,357,146,14
2483,Estimates,Colombia,c,170,2000-2005,965,1348,1061,698,353,127,12
2484,Estimates,Colombia,c,170,2005-2010,782,1428,1137,703,394,147,23
2485,Estimates,Ecuador,c,218,1950-1955,115,214,201,150,102,47,12
2486,Estimates,Ecuador,c,218,1955-1960,130,242,229,171,110,50,14
2487,Estimates,Ecuador,c,218,1960-1965,146,270,258,194,124,54,14
2488,Estimates,Ecuador,c,218,1965-1970,175,302,282,212,136,59,15
2489,Estimates,Ecuador,c,218,1970-1975,197,353,297,217,138,61,15
2490,Estimates,Ecuador,c,218,1975-1980,204,387,333,217,133,59,14
2491,Estimates,Ecuador,c,218,1980-1985,211,403,354,237,130,56,14
2492,Estimates,Ecuador,c,218,1985-1990,227,433,374,255,143,56,13
2493,Estimates,Ecuador,c,218,1990-1995,237,444,379,254,144,58,11
2494,Estimates,Ecuador,c,218,1995-2000,252,452,386,259,143,57,11
2495,Estimates,Ecuador,c,218,2000-2005,276,465,392,266,146,57,11
2496,Estimates,Ecuador,c,218,2005-2010,288,479,387,262,146,57,11
2497,Estimates,French Guiana,c,254,1950-1955,1,1,1,1,0,0,0
2498,Estimates,French Guiana,c,254,1955-1960,1,1,1,1,0,0,0
2499,Estimates,French Guiana,c,254,1960-1965,1,2,1,1,1,0,0
2500,Estimates,French Guiana,c,254,1965-1970,1,2,2,1,1,0,0
2501,Estimates,French Guiana,c,254,1970-1975,2,2,2,1,1,0,0
2502,Estimates,French Guiana,c,254,1975-1980,2,2,2,1,1,0,0
2503,Estimates,French Guiana,c,254,1980-1985,2,3,3,2,1,0,0
2504,Estimates,French Guiana,c,254,1985-1990,3,4,4,3,1,0,0
2505,Estimates,French Guiana,c,254,1990-1995,3,5,5,4,2,0,0
2506,Estimates,French Guiana,c,254,1995-2000,4,5,6,5,2,1,0
2507,Estimates,French Guiana,c,254,2000-2005,4,6,7,5,3,1,0
2508,Estimates,French Guiana,c,254,2005-2010,4,7,8,5,3,1,0
2509,Estimates,Guyana,c,328,1950-1955,16,30,22,14,8,2,0
2510,Estimates,Guyana,c,328,1955-1960,17,34,26,18,9,3,0
2511,Estimates,Guyana,c,328,1960-1965,18,34,27,17,10,3,0
2512,Estimates,Guyana,c,328,1965-1970,21,37,27,17,10,3,0
2513,Estimates,Guyana,c,328,1970-1975,24,45,27,17,9,3,0
2514,Estimates,Guyana,c,328,1975-1980,25,47,29,17,8,3,0
2515,Estimates,Guyana,c,328,1980-1985,19,34,22,13,5,1,0
2516,Estimates,Guyana,c,328,1985-1990,14,29,21,13,5,1,0
2517,Estimates,Guyana,c,328,1990-1995,15,29,21,12,6,1,0
2518,Estimates,Guyana,c,328,1995-2000,15,27,20,12,6,2,0
2519,Estimates,Guyana,c,328,2000-2005,15,26,20,12,7,2,0
2520,Estimates,Guyana,c,328,2005-2010,17,27,18,15,7,2,0
2521,Estimates,Paraguay,c,600,1950-1955,39,94,89,63,41,18,5
2522,Estimates,Paraguay,c,600,1955-1960,44,101,92,72,47,21,5
2523,Estimates,Paraguay,c,600,1960-1965,51,115,98,75,53,24,6
2524,Estimates,Paraguay,c,600,1965-1970,63,130,106,76,51,27,6
2525,Estimates,Paraguay,c,600,1970-1975,69,141,108,76,47,24,6
2526,Estimates,Paraguay,c,600,1975-1980,79,164,129,86,53,26,6
2527,Estimates,Paraguay,c,600,1980-1985,91,190,155,107,64,29,7
2528,Estimates,Paraguay,c,600,1985-1990,93,203,168,121,74,30,6
2529,Estimates,Paraguay,c,600,1990-1995,104,204,177,127,77,29,5
2530,Estimates,Paraguay,c,600,1995-2000,123,206,178,128,75,27,5
2531,Estimates,Paraguay,c,600,2000-2005,125,221,179,125,74,28,5
2532,Estimates,Paraguay,c,600,2005-2010,117,231,195,125,69,25,4
2533,Estimates,Peru,c,604,1950-1955,264,492,460,339,219,108,37
2534,Estimates,Peru,c,604,1955-1960,293,559,535,389,241,116,41
2535,Estimates,Peru,c,604,1960-1965,334,624,611,455,279,129,45
2536,Estimates,Peru,c,604,1965-1970,313,669,653,525,343,137,48
2537,Estimates,Peru,c,604,1970-1975,314,743,723,561,369,138,25
2538,Estimates,Peru,c,604,1975-1980,398,856,785,535,360,125,25
2539,Estimates,Peru,c,604,1980-1985,366,868,794,556,347,148,29
2540,Estimates,Peru,c,604,1985-1990,397,925,826,573,347,137,25
2541,Estimates,Peru,c,604,1990-1995,426,956,833,556,331,128,22
2542,Estimates,Peru,c,604,1995-2000,457,910,763,575,332,118,15
2543,Estimates,Peru,c,604,2000-2005,417,847,764,585,341,125,17
2544,Estimates,Peru,c,604,2005-2010,384,789,757,606,347,132,20
2545,Estimates,Suriname,c,740,1950-1955,8,19,17,7,4,1,0
2546,Estimates,Suriname,c,740,1955-1960,8,21,19,9,4,1,0
2547,Estimates,Suriname,c,740,1960-1965,10,23,21,10,5,1,0
2548,Estimates,Suriname,c,740,1965-1970,11,23,20,9,5,1,0
2549,Estimates,Suriname,c,740,1970-1975,12,21,17,8,4,1,0
2550,Estimates,Suriname,c,740,1975-1980,10,19,15,6,3,1,0
2551,Estimates,Suriname,c,740,1980-1985,9,21,16,6,3,1,0
2552,Estimates,Suriname,c,740,1985-1990,6,15,16,8,3,1,0
2553,Estimates,Suriname,c,740,1990-1995,5,13,16,9,3,1,0
2554,Estimates,Suriname,c,740,1995-2000,5,14,18,11,5,1,0
2555,Estimates,Suriname,c,740,2000-2005,5,13,16,11,5,1,0
2556,Estimates,Suriname,c,740,2005-2010,4,13,16,10,4,1,0
2557,Estimates,Uruguay,c,858,1950-1955,30,74,68,42,23,7,1
2558,Estimates,Uruguay,c,858,1955-1960,31,78,76,50,25,8,1
2559,Estimates,Uruguay,c,858,1960-1965,33,80,79,55,29,9,2
2560,Estimates,Uruguay,c,858,1965-1970,34,80,75,53,30,9,2
2561,Estimates,Uruguay,c,858,1970-1975,37,85,79,54,31,10,2
2562,Estimates,Uruguay,c,858,1975-1980,42,85,74,50,28,10,1
2563,Estimates,Uruguay,c,858,1980-1985,37,80,74,48,25,8,1
2564,Estimates,Uruguay,c,858,1985-1990,40,72,78,54,26,7,0
2565,Estimates,Uruguay,c,858,1990-1995,46,74,76,57,27,7,0
2566,Estimates,Uruguay,c,858,1995-2000,44,77,74,51,25,6,0
2567,Estimates,Uruguay,c,858,2000-2005,40,67,70,52,27,8,0
2568,Estimates,Uruguay,c,858,2005-2010,39,61,65,53,27,8,1
2569,Estimates,Venezuela (Bolivarian Republic of),c,862,1950-1955,167,392,339,217,137,51,10
2570,Estimates,Venezuela (Bolivarian Republic of),c,862,1955-1960,202,448,402,264,160,58,12
2571,Estimates,Venezuela (Bolivarian Republic of),c,862,1960-1965,268,547,462,318,198,69,14
2572,Estimates,Venezuela (Bolivarian Republic of),c,862,1965-1970,308,600,473,315,202,74,14
2573,Estimates,Venezuela (Bolivarian Republic of),c,862,1970-1975,317,621,511,327,195,71,13
2574,Estimates,Venezuela (Bolivarian Republic of),c,862,1975-1980,392,724,601,377,199,71,14
2575,Estimates,Venezuela (Bolivarian Republic of),c,862,1980-1985,448,804,643,411,207,70,13
2576,Estimates,Venezuela (Bolivarian Republic of),c,862,1985-1990,490,866,705,440,223,68,12
2577,Estimates,Venezuela (Bolivarian Republic of),c,862,1990-1995,510,839,707,449,226,73,13
2578,Estimates,Venezuela (Bolivarian Republic of),c,862,1995-2000,550,853,678,450,230,72,13
2579,Estimates,Venezuela (Bolivarian Republic of),c,862,2000-2005,587,903,686,431,230,73,13
2580,Estimates,Venezuela (Bolivarian Republic of),c,862,2005-2010,599,935,715,434,220,73,13
2581,Estimates,NORTHERN AMERICA,,905,1950-1955,2548,6986,6262,3899,1856,494,29
2582,Estimates,NORTHERN AMERICA,,905,1955-1960,3045,7928,6493,4154,2088,541,32
2583,Estimates,NORTHERN AMERICA,,905,1960-1965,3303,8296,6085,3665,1917,537,31
2584,Estimates,NORTHERN AMERICA,,905,1965-1970,3298,7529,5264,2619,1289,375,24
2585,Estimates,NORTHERN AMERICA,,905,1970-1975,3262,6669,5350,2231,805,203,13
2586,Estimates,NORTHERN AMERICA,,905,1975-1980,2928,6326,5800,2618,709,134,8
2587,Estimates,NORTHERN AMERICA,,905,1980-1985,2688,6417,6471,3484,968,140,7
2588,Estimates,NORTHERN AMERICA,,905,1985-1990,2537,6033,6908,4413,1452,206,8
2589,Estimates,NORTHERN AMERICA,,905,1990-1995,2788,5655,6618,5046,1948,315,12
2590,Estimates,NORTHERN AMERICA,,905,1995-2000,2538,5359,5951,5104,2301,425,19
2591,Estimates,NORTHERN AMERICA,,905,2000-2005,2286,5451,6142,5286,2606,533,28
2592,Estimates,NORTHERN AMERICA,,905,2005-2010,2184,5613,6461,5560,2717,590,40
2593,Estimates,Canada,c,124,1950-1955,138,565,596,418,224,70,5
2594,Estimates,Canada,c,124,1955-1960,180,652,662,458,259,77,6
2595,Estimates,Canada,c,124,1960-1965,210,721,637,435,243,78,5
2596,Estimates,Canada,c,124,1965-1970,214,648,532,293,158,49,4
2597,Estimates,Canada,c,124,1970-1975,203,599,577,249,89,23,2
2598,Estimates,Canada,c,124,1975-1980,176,581,654,292,71,12,1
2599,Estimates,Canada,c,124,1980-1985,135,538,700,362,89,11,0
2600,Estimates,Canada,c,124,1985-1990,112,443,736,447,128,15,0
2601,Estimates,Canada,c,124,1990-1995,120,385,697,547,178,23,1
2602,Estimates,Canada,c,124,1995-2000,100,322,549,518,214,32,1
2603,Estimates,Canada,c,124,2000-2005,78,282,511,509,235,43,2
2604,Estimates,Canada,c,124,2005-2010,74,290,563,582,275,50,3
2605,Estimates,United States of America,c,840,1950-1955,2408,6418,5663,3479,1631,424,23
2606,Estimates,United States of America,c,840,1955-1960,2863,7272,5827,3693,1828,463,26
2607,Estimates,United States of America,c,840,1960-1965,3091,7570,5443,3227,1672,458,25
2608,Estimates,United States of America,c,840,1965-1970,3083,6877,4728,2324,1130,326,20
2609,Estimates,United States of America,c,840,1970-1975,3058,6067,4770,1980,715,179,11
2610,Estimates,United States of America,c,840,1975-1980,2751,5743,5144,2324,637,122,7
2611,Estimates,United States of America,c,840,1980-1985,2552,5876,5769,3120,878,129,6
2612,Estimates,United States of America,c,840,1985-1990,2424,5587,6169,3963,1323,190,7
2613,Estimates,United States of America,c,840,1990-1995,2667,5267,5918,4496,1769,292,11
2614,Estimates,United States of America,c,840,1995-2000,2437,5035,5400,4584,2086,392,18
2615,Estimates,United States of America,c,840,2000-2005,2208,5167,5629,4775,2370,490,27
2616,Estimates,United States of America,c,840,2005-2010,2109,5322,5896,4977,2441,539,37
2617,Estimates,OCEANIA,,909,1950-1955,128,528,549,361,195,68,13
2618,Estimates,OCEANIA,,909,1955-1960,157,602,592,394,213,72,15
2619,Estimates,OCEANIA,,909,1960-1965,194,675,611,388,217,75,16
2620,Estimates,OCEANIA,,909,1965-1970,247,745,657,369,182,66,16
2621,Estimates,OCEANIA,,909,1970-1975,313,840,764,400,120,38,7
2622,Estimates,OCEANIA,,909,1975-1980,251,727,755,397,168,30,7
2623,Estimates,OCEANIA,,909,1980-1985,229,698,799,463,190,56,3
2624,Estimates,OCEANIA,,909,1985-1990,217,664,843,554,212,62,14
2625,Estimates,OCEANIA,,909,1990-1995,216,688,858,651,234,58,34
2626,Estimates,OCEANIA,,909,1995-2000,217,644,822,711,322,79,17
2627,Estimates,OCEANIA,,909,2000-2005,209,617,799,765,375,94,20
2628,Estimates,OCEANIA,,909,2005-2010,217,640,833,848,460,116,23
2629,Estimates,Australia/New Zealand,,927,1950-1955,75,364,401,252,126,37,2
2630,Estimates,Australia/New Zealand,,927,1955-1960,99,421,430,277,137,39,3
2631,Estimates,Australia/New Zealand,,927,1960-1965,130,476,436,262,136,39,3
2632,Estimates,Australia/New Zealand,,927,1965-1970,168,523,462,228,105,31,2
2633,Estimates,Australia/New Zealand,,927,1970-1975,184,557,525,222,80,21,1
2634,Estimates,Australia/New Zealand,,927,1975-1980,132,446,513,229,62,12,1
2635,Estimates,Australia/New Zealand,,927,1980-1985,108,404,543,291,79,11,1
2636,Estimates,Australia/New Zealand,,927,1985-1990,93,352,570,371,113,15,1
2637,Estimates,Australia/New Zealand,,927,1990-1995,93,312,548,450,160,24,1
2638,Estimates,Australia/New Zealand,,927,1995-2000,81,263,481,474,205,34,1
2639,Estimates,Australia/New Zealand,,927,2000-2005,75,234,438,504,249,46,2
2640,Estimates,Australia/New Zealand,,927,2005-2010,80,259,465,566,320,63,3
2641,Estimates,Australia,c,36,1950-1955,56,285,319,205,103,30,2
2642,Estimates,Australia,c,36,1955-1960,74,329,340,223,111,31,2
2643,Estimates,Australia,c,36,1960-1965,98,369,342,209,109,31,2
2644,Estimates,Australia,c,36,1965-1970,127,412,371,186,87,25,2
2645,Estimates,Australia,c,36,1970-1975,140,444,429,183,67,17,1
2646,Estimates,Australia,c,36,1975-1980,99,357,421,191,52,9,1
2647,Estimates,Australia,c,36,1980-1985,84,328,450,243,67,10,1
2648,Estimates,Australia,c,36,1985-1990,70,281,472,306,94,13,0
2649,Estimates,Australia,c,36,1990-1995,70,250,453,370,132,20,1
2650,Estimates,Australia,c,36,1995-2000,61,211,401,390,167,28,1
2651,Estimates,Australia,c,36,2000-2005,56,187,366,416,202,37,2
2652,Estimates,Australia,c,36,2005-2010,57,203,389,474,263,51,2
2653,Estimates,New Zealand,c,554,1950-1955,19,80,82,47,23,7,0
2654,Estimates,New Zealand,c,554,1955-1960,25,93,90,55,27,8,1
2655,Estimates,New Zealand,c,554,1960-1965,32,107,94,53,28,8,1
2656,Estimates,New Zealand,c,554,1965-1970,41,111,90,41,19,6,0
2657,Estimates,New Zealand,c,554,1970-1975,44,113,97,39,13,4,0
2658,Estimates,New Zealand,c,554,1975-1980,33,89,92,39,10,2,0
2659,Estimates,New Zealand,c,554,1980-1985,25,76,92,47,12,2,0
2660,Estimates,New Zealand,c,554,1985-1990,23,70,98,64,18,3,0
2661,Estimates,New Zealand,c,554,1990-1995,23,62,95,80,28,4,0
2662,Estimates,New Zealand,c,554,1995-2000,20,52,80,84,38,6,0
2663,Estimates,New Zealand,c,554,2000-2005,19,47,72,88,47,9,0
2664,Estimates,New Zealand,c,554,2005-2010,23,57,76,92,57,12,1
2665,Estimates,Melanesia,,928,1950-1955,44,137,122,91,60,27,10
2666,Estimates,Melanesia,,928,1955-1960,48,151,134,97,64,29,11
2667,Estimates,Melanesia,,928,1960-1965,53,168,145,104,68,31,12
2668,Estimates,Melanesia,,928,1965-1970,67,188,163,119,62,30,12
2669,Estimates,Melanesia,,928,1970-1975,115,247,207,156,26,12,4
2670,Estimates,Melanesia,,928,1975-1980,105,241,208,146,94,13,5
2671,Estimates,Melanesia,,928,1980-1985,106,252,218,147,98,40,1
2672,Estimates,Melanesia,,928,1985-1990,109,268,233,156,85,42,12
2673,Estimates,Melanesia,,928,1990-1995,110,335,268,172,57,28,32
2674,Estimates,Melanesia,,928,1995-2000,122,343,300,205,100,39,15
2675,Estimates,Melanesia,,928,2000-2005,123,349,324,230,108,42,17
2676,Estimates,Melanesia,,928,2005-2010,128,350,332,252,122,47,19
2677,Estimates,Fiji,c,242,1950-1955,11,23,17,11,7,2,1
2678,Estimates,Fiji,c,242,1955-1960,12,28,23,12,8,3,1
2679,Estimates,Fiji,c,242,1960-1965,12,32,23,12,7,2,1
2680,Estimates,Fiji,c,242,1965-1970,10,29,22,14,9,3,1
2681,Estimates,Fiji,c,242,1970-1975,10,34,24,14,6,2,0
2682,Estimates,Fiji,c,242,1975-1980,11,40,29,14,6,2,0
2683,Estimates,Fiji,c,242,1980-1985,11,45,32,15,7,2,0
2684,Estimates,Fiji,c,242,1985-1990,11,37,32,17,7,2,1
2685,Estimates,Fiji,c,242,1990-1995,12,40,30,17,6,1,0
2686,Estimates,Fiji,c,242,1995-2000,10,36,28,18,9,2,0
2687,Estimates,Fiji,c,242,2000-2005,8,36,27,15,8,2,0
2688,Estimates,Fiji,c,242,2005-2010,9,33,27,15,7,2,0
2689,Estimates,New Caledonia,c,540,1950-1955,1,3,3,2,2,1,0
2690,Estimates,New Caledonia,c,540,1955-1960,1,3,3,3,2,1,0
2691,Estimates,New Caledonia,c,540,1960-1965,1,3,4,3,2,1,0
2692,Estimates,New Caledonia,c,540,1965-1970,2,5,4,3,2,1,0
2693,Estimates,New Caledonia,c,540,1970-1975,2,7,6,3,2,1,0
2694,Estimates,New Caledonia,c,540,1975-1980,3,6,5,3,2,1,0
2695,Estimates,New Caledonia,c,540,1980-1985,2,7,5,3,2,1,0
2696,Estimates,New Caledonia,c,540,1985-1990,2,6,5,3,2,0,0
2697,Estimates,New Caledonia,c,540,1990-1995,2,6,7,5,2,0,0
2698,Estimates,New Caledonia,c,540,1995-2000,1,5,7,5,3,1,0
2699,Estimates,New Caledonia,c,540,2000-2005,1,5,6,5,2,1,0
2700,Estimates,New Caledonia,c,540,2005-2010,1,5,6,5,3,1,0
2701,Estimates,Papua New Guinea,c,598,1950-1955,30,103,93,71,47,23,9
2702,Estimates,Papua New Guinea,c,598,1955-1960,32,110,98,75,50,24,10
2703,Estimates,Papua New Guinea,c,598,1960-1965,36,121,106,80,53,26,10
2704,Estimates,Papua New Guinea,c,598,1965-1970,51,141,124,92,45,23,11
2705,Estimates,Papua New Guinea,c,598,1970-1975,96,191,162,127,11,6,3
2706,Estimates,Papua New Guinea,c,598,1975-1980,81,176,157,115,78,8,4
2707,Estimates,Papua New Guinea,c,598,1980-1985,84,178,162,116,82,34,0
2708,Estimates,Papua New Guinea,c,598,1985-1990,85,200,173,121,67,36,10
2709,Estimates,Papua New Guinea,c,598,1990-1995,85,261,207,134,39,23,31
2710,Estimates,Papua New Guinea,c,598,1995-2000,102,272,238,165,79,33,14
2711,Estimates,Papua New Guinea,c,598,2000-2005,103,276,260,190,87,36,16
2712,Estimates,Papua New Guinea,c,598,2005-2010,107,280,266,209,101,40,17
2713,Estimates,Solomon Islands,c,90,1950-1955,1,5,5,4,2,1,0
2714,Estimates,Solomon Islands,c,90,1955-1960,1,5,6,5,3,1,0
2715,Estimates,Solomon Islands,c,90,1960-1965,2,6,7,5,4,2,0
2716,Estimates,Solomon Islands,c,90,1965-1970,2,8,8,6,4,2,1
2717,Estimates,Solomon Islands,c,90,1970-1975,6,10,10,8,5,2,1
2718,Estimates,Solomon Islands,c,90,1975-1980,7,13,12,10,5,2,1
2719,Estimates,Solomon Islands,c,90,1980-1985,7,15,13,10,6,2,1
2720,Estimates,Solomon Islands,c,90,1985-1990,8,17,15,11,6,2,1
2721,Estimates,Solomon Islands,c,90,1990-1995,8,20,17,12,6,2,1
2722,Estimates,Solomon Islands,c,90,1995-2000,7,22,19,12,6,2,1
2723,Estimates,Solomon Islands,c,90,2000-2005,8,22,23,14,7,3,1
2724,Estimates,Solomon Islands,c,90,2005-2010,9,22,24,17,8,3,1
2725,Estimates,Vanuatu,c,548,1950-1955,1,4,4,2,1,0,0
2726,Estimates,Vanuatu,c,548,1955-1960,2,4,4,3,1,0,0
2727,Estimates,Vanuatu,c,548,1960-1965,2,5,4,3,2,1,0
2728,Estimates,Vanuatu,c,548,1965-1970,2,5,5,3,2,1,0
2729,Estimates,Vanuatu,c,548,1970-1975,2,5,5,4,2,1,0
2730,Estimates,Vanuatu,c,548,1975-1980,2,6,6,4,2,1,0
2731,Estimates,Vanuatu,c,548,1980-1985,3,7,6,4,2,1,0
2732,Estimates,Vanuatu,c,548,1985-1990,3,7,7,5,3,1,0
2733,Estimates,Vanuatu,c,548,1990-1995,3,8,8,5,3,1,0
2734,Estimates,Vanuatu,c,548,1995-2000,3,9,8,5,3,1,1
2735,Estimates,Vanuatu,c,548,2000-2005,3,9,8,5,3,1,0
2736,Estimates,Vanuatu,c,548,2005-2010,3,10,8,5,3,1,0
2737,Estimates,Micronesia,,954,1950-1955,3,8,8,6,4,2,0
2738,Estimates,Micronesia,,954,1955-1960,3,10,9,7,4,2,0
2739,Estimates,Micronesia,,954,1960-1965,4,11,11,8,5,2,0
2740,Estimates,Micronesia,,954,1965-1970,5,12,11,8,5,2,0
2741,Estimates,Micronesia,,954,1970-1975,6,14,12,8,4,2,0
2742,Estimates,Micronesia,,954,1975-1980,6,15,14,8,4,2,0
2743,Estimates,Micronesia,,954,1980-1985,6,17,16,10,5,2,0
2744,Estimates,Micronesia,,954,1985-1990,7,18,17,12,6,2,0
2745,Estimates,Micronesia,,954,1990-1995,7,17,18,13,7,2,0
2746,Estimates,Micronesia,,954,1995-2000,7,16,18,14,8,3,1
2747,Estimates,Micronesia,,954,2000-2005,5,15,16,14,8,2,0
2748,Estimates,Micronesia,,954,2005-2010,4,13,15,12,7,2,0
2749,Estimates,Guam,c,316,1950-1955,1,3,3,2,1,0,0
2750,Estimates,Guam,c,316,1955-1960,1,4,3,2,1,0,0
2751,Estimates,Guam,c,316,1960-1965,1,4,4,2,1,0,0
2752,Estimates,Guam,c,316,1965-1970,2,4,3,2,1,0,0
2753,Estimates,Guam,c,316,1970-1975,2,5,4,2,1,0,0
2754,Estimates,Guam,c,316,1975-1980,2,5,4,2,1,0,0
2755,Estimates,Guam,c,316,1980-1985,2,5,4,3,1,0,0
2756,Estimates,Guam,c,316,1985-1990,2,6,5,3,1,0,0
2757,Estimates,Guam,c,316,1990-1995,2,5,5,3,1,0,0
2758,Estimates,Guam,c,316,1995-2000,2,5,5,3,2,0,0
2759,Estimates,Guam,c,316,2000-2005,2,4,4,3,2,0,0
2760,Estimates,Guam,c,316,2005-2010,2,4,4,3,2,0,0
2761,Estimates,Kiribati,c,296,1950-1955,0,1,2,1,1,0,0
2762,Estimates,Kiribati,c,296,1955-1960,1,2,2,2,1,0,0
2763,Estimates,Kiribati,c,296,1960-1965,1,2,2,2,1,0,0
2764,Estimates,Kiribati,c,296,1965-1970,1,2,2,2,1,1,0
2765,Estimates,Kiribati,c,296,1970-1975,1,2,2,2,1,0,0
2766,Estimates,Kiribati,c,296,1975-1980,1,2,3,2,1,0,0
2767,Estimates,Kiribati,c,296,1980-1985,1,3,3,2,1,1,0
2768,Estimates,Kiribati,c,296,1985-1990,1,3,3,3,1,1,0
2769,Estimates,Kiribati,c,296,1990-1995,1,3,4,3,2,1,0
2770,Estimates,Kiribati,c,296,1995-2000,1,3,3,3,2,1,0
2771,Estimates,Kiribati,c,296,2000-2005,1,3,3,3,2,1,0
2772,Estimates,Kiribati,c,296,2005-2010,1,3,3,3,2,1,0
2773,Estimates,Micronesia (Fed. States of),c,583,1950-1955,1,2,2,2,1,0,0
2774,Estimates,Micronesia (Fed. States of),c,583,1955-1960,1,2,3,2,1,0,0
2775,Estimates,Micronesia (Fed. States of),c,583,1960-1965,1,3,3,2,1,1,0
2776,Estimates,Micronesia (Fed. States of),c,583,1965-1970,1,3,3,2,1,1,0
2777,Estimates,Micronesia (Fed. States of),c,583,1970-1975,1,3,3,2,1,1,0
2778,Estimates,Micronesia (Fed. States of),c,583,1975-1980,1,4,4,2,1,1,0
2779,Estimates,Micronesia (Fed. States of),c,583,1980-1985,1,4,5,3,2,1,0
2780,Estimates,Micronesia (Fed. States of),c,583,1985-1990,1,4,4,3,2,1,0
2781,Estimates,Micronesia (Fed. States of),c,583,1990-1995,1,4,4,4,2,1,0
2782,Estimates,Micronesia (Fed. States of),c,583,1995-2000,1,4,4,4,2,1,0
2783,Estimates,Micronesia (Fed. States of),c,583,2000-2005,1,4,4,3,2,1,0
2784,Estimates,Micronesia (Fed. States of),c,583,2005-2010,1,3,4,3,1,1,0
2785,Estimates,Polynesia,,957,1950-1955,6,18,17,11,6,2,1
2786,Estimates,Polynesia,,957,1955-1960,7,19,19,13,7,2,1
2787,Estimates,Polynesia,,957,1960-1965,7,21,20,14,8,3,1
2788,Estimates,Polynesia,,957,1965-1970,7,22,21,15,9,3,1
2789,Estimates,Polynesia,,957,1970-1975,8,23,20,14,9,3,1
2790,Estimates,Polynesia,,957,1975-1980,8,24,20,13,9,3,1
2791,Estimates,Polynesia,,957,1980-1985,8,25,22,15,9,3,1
2792,Estimates,Polynesia,,957,1985-1990,8,26,23,15,9,3,1
2793,Estimates,Polynesia,,957,1990-1995,6,23,25,16,9,3,1
2794,Estimates,Polynesia,,957,1995-2000,6,21,23,17,9,3,0
2795,Estimates,Polynesia,,957,2000-2005,6,19,21,18,10,3,0
2796,Estimates,Polynesia,,957,2005-2010,5,18,21,17,11,3,0
2797,Estimates,French Polynesia,c,258,1950-1955,2,5,4,2,1,0,0
2798,Estimates,French Polynesia,c,258,1955-1960,2,6,4,2,1,0,0
2799,Estimates,French Polynesia,c,258,1960-1965,2,6,4,3,1,0,0
2800,Estimates,French Polynesia,c,258,1965-1970,2,6,5,3,1,0,0
2801,Estimates,French Polynesia,c,258,1970-1975,3,7,5,3,2,0,0
2802,Estimates,French Polynesia,c,258,1975-1980,3,8,6,3,2,0,0
2803,Estimates,French Polynesia,c,258,1980-1985,3,9,7,4,2,0,0
2804,Estimates,French Polynesia,c,258,1985-1990,4,10,8,5,2,1,0
2805,Estimates,French Polynesia,c,258,1990-1995,3,9,8,5,2,1,0
2806,Estimates,French Polynesia,c,258,1995-2000,3,7,7,5,2,1,0
2807,Estimates,French Polynesia,c,258,2000-2005,3,6,6,5,3,1,0
2808,Estimates,French Polynesia,c,258,2005-2010,3,6,6,4,3,1,0
2809,Estimates,Samoa,c,882,1950-1955,2,6,7,5,3,1,0
2810,Estimates,Samoa,c,882,1955-1960,2,6,7,5,3,1,0
2811,Estimates,Samoa,c,882,1960-1965,2,7,8,6,3,1,0
2812,Estimates,Samoa,c,882,1965-1970,2,7,8,6,4,1,0
2813,Estimates,Samoa,c,882,1970-1975,3,8,7,5,4,1,0
2814,Estimates,Samoa,c,882,1975-1980,3,9,7,5,4,1,0
2815,Estimates,Samoa,c,882,1980-1985,2,8,7,5,3,1,0
